2020-2,1
2020-2,1
2020-2,1
2020-2,2
2020-3,2
2020-3,2
2020-3,2
2020-3,4
2020-3,4
2020-3,13
2020-3,13
2020-3,20
2020-3,25
2020-3,31
2020-3,38
2020-3,52
2020-3,151
2020-3,151
2020-3,162
2020-3,200
2020-3,321
2020-3,372
2020-3,621
2020-3,793
2020-3,1021
2020-3,1546
2020-3,1924
2020-3,2247
2020-3,2554
2020-3,2985
2020-3,3417
2020-3,3904
2020-3,4256
2020-3,4579
2020-3,5717
2020-4,6836
2020-4,8044
2020-4,9056
2020-4,10360
2020-4,11130
2020-4,12161
2020-4,14034
2020-4,16170
2020-4,18092
2020-4,19638
2020-4,20727
2020-4,22192
2020-4,23430
2020-4,25262
2020-4,28320
2020-4,30425
2020-4,33682
2020-4,36658
2020-4,38654
2020-4,40743
2020-4,43079
2020-4,45757
2020-4,50036
2020-4,54043
2020-4,59324
2020-4,63100
2020-4,67446
2020-4,73235
2020-4,79685
2020-4,87187
2020-5,92202
2020-5,97100
2020-5,101826
2020-5,108620
2020-5,115455
2020-5,126611
2020-5,135773
2020-5,146894
2020-5,156061
2020-5,162699
2020-5,169594
2020-5,178214
2020-5,190137
2020-5,203165
2020-5,220291
2020-5,233511
2020-5,241080
2020-5,255368
2020-5,271885
2020-5,291579
2020-5,310087
2020-5,330890
2020-5,347398
2020-5,363211
2020-5,374898
2020-5,391222
2020-5,411821
2020-5,438238
2020-5,465166
2020-5,498440
2020-5,514849
2020-6,526447
2020-6,555383
2020-6,584016
2020-6,614941
2020-6,645771
2020-6,672846
2020-6,691758
2020-6,707412
2020-6,739503
2020-6,772416
2020-6,802828
2020-6,828810
2020-6,850514
2020-6,867624
2020-6,888271
2020-6,923189
2020-6,955377
2020-6,978142
2020-6,1032913
2020-6,1067579
2020-6,1083341
2020-6,1106470
2020-6,1145906
2020-6,1188631
2020-6,1228114
2020-6,1274974
2020-6,1313667
2020-6,1344143
2020-6,1368195
2020-6,1402041
2020-7,1448753
2020-7,1496858
2020-7,1539081
2020-7,1577004
2020-7,1603055
2020-7,1623284
2020-7,1668589
2020-7,1713160
2020-7,1755779
2020-7,1800827
2020-7,1839850
2020-7,1864681
2020-7,1884967
2020-7,1926824
2020-7,1966748
2020-7,2012151
2020-7,2046328
2020-7,2074860
2020-7,2098389
2020-7,2118646
2020-7,2159654
2020-7,2227514
2020-7,2287475
2020-7,2343366
2020-7,2394513
2020-7,2419091
2020-7,2442375
2020-7,2483191
2020-7,2552265
2020-7,2610102
2020-7,2662485
2020-8,2707877
2020-8,2733677
2020-8,2750318
2020-8,2801921
2020-8,2859073
2020-8,2912212
2020-8,2962442
2020-8,3012412
2020-8,3035422
2020-8,3057470
2020-8,3109630
2020-8,3164785
2020-8,3224876
2020-8,3275520
2020-8,3317096
2020-8,3340197
2020-8,3359570
2020-8,3407354
2020-8,3456652
2020-8,3501975
2020-8,3532330
2020-8,3582362
2020-8,3605783
2020-8,3622861
2020-8,3669995
2020-8,3717156
2020-8,3761391
2020-8,3804803
2020-8,3846153
2020-8,3862311
2020-8,3908272
2020-9,3950931
2020-9,3997865
2020-9,4041638
2020-9,4091801
2020-9,4123000
2020-9,4137521
2020-9,4147794
2020-9,4162073
2020-9,4197889
2020-9,4238446
2020-9,4282164
2020-9,4315687
2020-9,4330455
2020-9,4345610
2020-9,4382263
2020-9,4419083
2020-9,4455386
2020-9,4495183
2020-9,4528240
2020-9,4544629
2020-9,4558040
2020-9,4591364
2020-9,4591364
2020-9,4657702
2020-9,4689613
2020-9,4717991
2020-9,4732309
2020-9,4745464
2020-9,4777522
2020-9,4810935
2020-10,4847092
2020-10,4847092
2020-10,4906833
2020-10,4915289
2020-10,4927235
2020-10,4969141
2020-10,5000694
2020-10,5028444
2020-10,5055888
2020-10,5082637
2020-10,5094979
2020-10,5103408
2020-10,5113628
2020-10,5140863
2020-10,5169386
2020-10,5200300
2020-10,5224362
2020-10,5224362
2020-10,5250727
2020-10,5273954
2020-10,5298772
2020-10,5323630
2020-10,5353656
2020-10,5380635
2020-10,5394128
2020-10,5409854
2020-10,5439641
2020-10,5468270
2020-10,5494376
2020-10,5516658
2020-10,5535605
2020-11,5545705
2020-11,5554206
2020-11,5566049
2020-11,5590025
2020-11,5590025
2020-11,5631181
2020-11,5653561
2020-11,5664115
2020-11,5675032
2020-11,5699005
2020-11,5747660
2020-11,5781582
2020-11,5810652
2020-11,5848959
2020-11,5863093
2020-11,5876464
2020-11,5911758
2020-11,5945849
2020-11,5981767
2020-11,6020164
2020-11,6052786
2020-11,6071401
2020-11,6087608
2020-11,6118708
2020-11,6166606
2020-11,6204220
2020-11,6238350
2020-11,6290272
2020-11,6314740
2020-11,6335878
2020-12-2,6386787
2020-12-2,6436650
2020-12-2,6487084
2020-12-2,6533968
2020-12-2,6577177
2020-12-2,6603540
2020-12-2,6623911
2020-12-2,6674999
2020-12-2,6728452
2020-12-2,6781799
2020-12-2,6836227
2020-12-2,6880127
2020-12-2,6901952
2020-12-2,6927145
2020-12-2,6970034
2020-12-2,7040608
2020-12-2,7110434
2020-12-2,7162978
2020-12-2,7213155
2020-12-2,7238600
2020-12-2,7263619
2020-12-2,7318821
2020-12-2,7365517
2020-12-2,7423945
2020-12-2,7448560
2020-12-2,7465806
2020-12-2,7484285
2020-12-2,7504833
2020-12-2,7563551
2020-12-2,7619200
2020-12-2,7675973
2021-1,7700578
2021-1,7716405
2021-1,7733746
2021-1,7753752
2021-1,7810400
2021-1,7873830
2021-1,7961673
2021-1,8013708
2021-1,8075998
2021-1,8105790
2021-1,8131612
2021-1,8195637
2021-1,8256536
2021-1,8324294
2021-1,8393492
2021-1,8455059
2021-1,8488099
2021-1,8511770
2021-1,8573864
2021-1,8638249
2021-1,8697368
2021-1,8753920
2021-1,8816254
2021-1,8844577
2021-1,8871393
2021-1,8933356
2021-1,8996876
2021-1,9058687
2021-1,9118513
2021-1,9176975
2021-1,9204731
2021-2,9229322
2021-2,9283418
2021-2,9339420
2021-2,9396293
2021-2,9447165
2021-2,9447165
2021-2,9524640
2021-2,9524640
2021-2,9599565
2021-2,9659167
2021-2,9713909
2021-2,9765455
2021-2,9809754
2021-2,9834513
2021-2,9866710
2021-2,9921981
2021-2,9978747
2021-2,10030626
2021-2,10084208
2021-2,10139148
2021-2,10168174
2021-2,10195160
2021-2,10257875
2021-2,10324463
2021-2,10390461
2021-2,10455630
2021-2,10517232
2021-2,10551259
2021-3,10587001
2021-3,10646926
2021-3,10718630
2021-3,10793732
2021-3,10869227
2021-3,10938836
2021-3,11019344
2021-3,11051665
2021-3,11122429
2021-3,11202305
2021-3,11277717
2021-3,11363380
2021-3,11439558
2021-3,11483370
2021-3,11519609
2021-3,11603535
2021-3,11693838
2021-3,11780820
2021-3,11871390
2021-3,11950459
2021-3,11998233
2021-3,12047526
2021-3,12130019
2021-3,12220011
2021-3,12320169
2021-3,12404414
2021-3,12490362
2021-3,12534688
2021-3,12573615
2021-3,12658109
2021-3,12748747
2021-4,12839844
2021-4,12910082
